Unnamed: 0,adj neg air pressure raw,adj neg air pressure,current alarm mode,cont air counts raw,cont air counts,makeup wtr cond down raw,makeup wtr cond down,makeup wtr cond up raw,makeup wtr cond up,makeup wtr temp down,makeup wtr temp down raw,makeup wtr temp up,makeup wtr temp up raw,DAS health index,0-15 channel error,16-31 channel error status,error detection status 2,card temperature 2,error detection status 3,card temperature 3,error detection status 4,card temperature 4,error detection status 5,card temperature 5,fc positioning 10V supply,fiss-active-state,fiss-position,mag-current,mag-current-raw,mstat,nfd-1-cps,nfd-1cps-raw,nfd-1-cr,nfd-1-cr-raw,nfd-2-cr,nfd-2-cr-raw,nfd-2-log,nfd-2-log-raw,nfd-3-pwr,nfd-3-pwr-raw,nfd-3-pwr-rng,nfd-4-flux,nfd-4-flux-raw,ram-con-lvl,rom-con-lvl-raw,ram-pool-lvl,ram-pool-lvl-raw,ram-wtr-lvl,ram-wtr-lvl-raw,rcs-scram-rel-q,rcs-scram-st-q,rr-active-state,rr-position,rtpbtempa_00,rtpbtempb_00,rtpctempa_00,rtpctempb_00,rtphactcnta_00,rtphactcntb_00,src-active-state,src-position,ss1-active-state,ss1-position,ss2-active-state,ss2-position,ack-button,manual-scram
19555.0,1.7359,0.092,1.0,0.0796,1.2012,1.82,0.82,2.4378,1.4378,20.7545,1.8302,20.4717,1.8189,100.0,0.0,0.0,0.0,24.125,0.0,25.375,0.0,25.375,0.0,24.375,10.0,0.0,0.0042,53.7568,5.3756,2.0,5.2609,1.2884,0.0657,1.3708,0.0133,1.3651,1.001e-05,1.0003,0.0002,2.785,12.0,0.0463,1.0012,0.0723,2.0812,0.0776,2.1117,0.0802,2.1259,0.0,0.0,0.0,-0.1568,25.0,24.0,37.0,37.0,15.0,0.0,0.0,0.0,0.0,-0.0273,0.0,-0.0053,0.0,0.0
19556.0,1.7358,0.092,1.0,0.0799,1.2019,1.8198,0.8198,2.4375,1.4375,20.7361,1.8294,20.4766,1.8191,100.0,0.0,0.0,0.0,24.125,0.0,25.375,0.0,25.375,0.0,24.5,10.0,0.0,0.0049,53.7552,5.3754,2.0,5.1941,1.2862,0.0115,1.3649,0.0049,1.3642,1.002e-05,1.0004,0.0002,2.7835,12.0,0.0518,1.0014,0.0778,2.1127,0.0769,2.1076,0.0763,2.1046,0.0,0.0,0.0,-0.1566,25.0,24.0,37.0,37.0,14.0,0.0,0.0,0.0,0.0,-0.027,0.0,-0.0051,0.0,0.0
19557.0,1.7368,0.0921,1.0,0.0795,1.201,1.8191,0.8191,2.4375,1.4375,20.9026,1.8361,20.4911,1.8196,100.0,0.0,0.0,0.0,24.125,0.0,25.375,0.0,25.5,0.0,24.375,10.0,0.0,0.0041,53.7532,5.3752,2.0,5.2077,1.2867,0.0393,1.3679,0.0252,1.3664,1.002e-05,1.0004,0.0002,2.7791,12.0,0.0525,1.0014,0.0743,2.0931,0.0756,2.1003,0.0601,2.0007,0.0,0.0,0.0,-0.1568,25.0,24.0,37.0,37.0,13.0,0.0,0.0,0.0,0.0,-0.0272,0.0,-0.0048,0.0,0.0
19558.0,1.7372,0.0921,1.0,0.0797,1.2015,1.8195,0.8195,2.4379,1.4379,20.9642,1.8386,20.476,1.819,100.0,0.0,0.0,0.0,24.125,0.0,25.25,0.0,25.5,0.0,24.375,10.0,0.0,0.0039,53.7516,5.375,2.0,5.1888,1.286,-0.0071,1.3629,0.0164,1.3654,1.002e-05,1.0006,0.0002,2.7824,12.0,0.0567,1.0015,0.1582,2.4211,0.0831,2.1417,0.0703,2.0685,0.0,0.0,0.0,-0.1565,25.0,24.0,37.0,36.0,15.0,0.0,0.0,0.0,0.0,-0.0269,0.0,-0.0051,0.0,0.0
19559.0,1.7387,0.0923,1.0,0.0798,1.2017,1.8196,0.8196,2.4378,1.4378,20.8898,1.8356,20.4663,1.8187,100.0,0.0,0.0,0.0,24.0,0.0,25.25,0.0,25.375,0.0,24.375,10.0,0.0,0.0042,53.7495,5.3749,2.0,5.0245,1.2804,-0.141,1.3482,0.0067,1.3644,1.002e-05,1.0005,0.0002,2.7819,12.0,0.055,1.0015,0.1311,2.3395,0.0768,2.1072,0.0597,1.9977,0.0,0.0,0.0,-0.1566,25.0,24.0,37.0,36.0,14.0,0.0,0.0,0.0,64.0,-0.0267,0.0,-0.005,0.0,0.0
19560.0,1.7408,0.0926,1.0,0.0795,1.201,1.82,0.82,2.4378,1.4378,20.7753,1.831,20.4632,1.8185,100.0,0.0,0.0,0.0,24.125,0.0,25.25,0.0,25.375,0.0,24.375,10.0,0.0,0.0038,53.7479,5.3747,2.0,4.9486,1.2778,-0.1437,1.348,0.0263,1.3665,1.002e-05,1.0004,0.0002,2.7852,12.0,0.0526,1.0014,0.1205,2.303,0.0702,2.0684,0.0769,2.1078,0.0,0.0,0.0,-0.1569,25.0,24.0,37.0,36.0,14.0,0.0,0.0,0.0,64.0,0.109,0.0,-0.005,0.0,0.0
19561.0,1.743,0.0929,1.0,0.0796,1.2012,1.82,0.82,2.4375,1.4375,20.722,1.8289,20.4691,1.8188,100.0,0.0,0.0,0.0,24.0,0.0,25.25,0.0,25.375,0.0,24.375,10.0,0.0,0.0043,53.7469,5.3746,2.0,4.9473,1.2777,-0.1174,1.3508,0.0197,1.3658,1.002e-05,1.0004,0.0002,2.7743,12.0,0.054,1.0014,0.1637,2.4358,0.0589,1.9919,0.0753,2.0985,0.0,0.0,0.0,-0.1569,25.0,24.0,37.0,36.0,15.0,0.0,0.0,0.0,64.0,0.4031,0.0,-0.0047,0.0,0.0
19562.0,1.7445,0.0931,1.0,0.0793,1.2004,1.819,0.819,2.4374,1.4374,20.8686,1.8347,20.4897,1.8196,100.0,0.0,0.0,0.0,24.0,0.0,25.375,0.0,25.375,0.0,24.375,10.0,0.0,0.0039,53.7446,5.3744,2.0,5.0583,1.2816,-0.0084,1.3627,0.0078,1.3645,1.002e-05,1.0004,0.0002,2.7849,12.0,0.0517,1.0014,0.2,2.5228,0.0616,2.0117,0.0684,2.0568,0.0,0.0,0.0,-0.1572,25.0,24.0,37.0,36.0,13.0,0.0,0.0,0.0,64.0,0.5135,0.0,-0.0049,0.0,0.0
19563.0,1.7462,0.0933,1.0,0.0795,1.201,1.819,0.819,2.4375,1.4375,20.962,1.8385,20.4801,1.8192,100.0,0.0,0.0,0.0,24.125,0.0,25.25,0.0,25.375,0.0,24.25,10.0,0.0,0.0041,53.7431,5.3742,2.0,5.0975,1.2829,-0.0495,1.3582,0.0264,1.3665,1.002e-05,1.0004,0.0002,2.7798,12.0,0.0512,1.0014,0.1768,2.4693,0.0555,1.9665,0.0698,2.066,0.0,0.0,0.0,-0.1569,25.0,24.0,37.0,36.0,13.0,0.0,0.0,0.0,64.0,0.7378,0.0,-0.0054,0.0,0.0
19564.0,1.7482,0.0935,1.0,0.0794,1.2007,1.8198,0.8198,2.4374,1.4374,20.9091,1.8364,20.4765,1.8191,100.0,0.0,0.0,0.0,24.25,0.0,25.25,0.0,25.375,0.0,24.375,10.0,0.0,0.0037,53.7412,5.374,2.0,5.087,1.2826,0.0753,1.3719,0.0184,1.3656,1.001e-05,1.0003,0.0002,2.7837,12.0,0.0456,1.0012,0.2133,2.5509,0.0525,1.9418,0.0626,2.0185,0.0,0.0,0.0,-0.1568,25.0,24.0,37.0,36.0,14.0,0.0,0.0,0.0,64.0,0.9531,0.0,-0.0054,0.0,0.0
