,index,adj neg air pressure raw,adj neg air pressure,current alarm mode,cont air counts raw,cont air counts,makeup wtr cond down raw,makeup wtr cond down,makeup wtr cond up raw,makeup wtr cond up,makeup wtr temp down,makeup wtr temp down raw,makeup wtr temp up,makeup wtr temp up raw,DAS health index,0-15 channel error,16-31 channel error status,error detection status 2,card temperature 2,error detection status 3,card temperature 3,error detection status 4,card temperature 4,error detection status 5,card temperature 5,fc positioning 10V supply,fiss-active-state,fiss-position,mag-current,mag-current-raw,mstat,nfd-1-cps,nfd-1cps-raw,nfd-1-cr,nfd-1-cr-raw,nfd-2-cr,nfd-2-cr-raw,nfd-2-log,nfd-2-log-raw,nfd-3-pwr,nfd-3-pwr-raw,nfd-3-pwr-rng,nfd-4-flux,nfd-4-flux-raw,ram-con-lvl,rom-con-lvl-raw,ram-pool-lvl,ram-pool-lvl-raw,ram-wtr-lvl,ram-wtr-lvl-raw,rcs-scram-rel-q,rcs-scram-st-q,rr-active-state,rr-position,rtpbtempa_00,rtpbtempb_00,rtpctempa_00,rtpctempb_00,rtphactcnta_00,rtphactcntb_00,src-active-state,src-position,ss1-active-state,ss1-position,ss2-active-state,ss2-position,ack-button,manual-scram
0,16920.0,1.7096,0.0887,1.0,2.5439,349.8689,1.7568,0.7568,2.3282,1.3282,19.5139,1.7806,18.9256,1.757,100.0,0.0,0.0,0.0,25.375,0.0,26.75,0.0,26.375,0.0,25.625,10.0,0.0,0.0044,52.9202,5.292,2.0,26220000.0,3.9674,0.0397,1.368,0.0364,1.3676,65.4638,4.6463,67.5165,2.8004,1.0,62.4682,2.6658,0.1832,2.4848,2.1195,3.5481,0.079,2.1195,0.0,0.0,0.0,29.9583,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5867,0.0,46.6463,0.0,0.0
1,16921.0,1.7085,0.0886,1.0,2.5439,349.8564,1.7571,0.7571,2.3283,1.3283,19.4652,1.7786,18.9075,1.7563,100.0,0.0,0.0,0.0,25.375,0.0,26.625,0.0,26.375,0.0,25.625,10.0,0.0,0.0039,52.9199,5.292,2.0,26160000.0,3.9671,0.0033,1.364,0.0302,1.3669,65.4538,4.6463,67.517,2.8005,1.0,62.4763,2.666,0.1497,2.3971,2.3844,3.5992,0.0814,2.1324,0.0,0.0,0.0,29.9583,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5865,0.0,46.6459,0.0,0.0
2,16922.0,1.7088,0.0886,1.0,2.5439,349.8459,1.7573,0.7573,2.3286,1.3286,19.3718,1.7749,18.9033,1.7561,100.0,0.0,0.0,0.0,25.375,0.0,26.625,0.0,26.375,0.0,25.625,10.0,0.0,0.0049,52.9197,5.292,2.0,26170000.0,3.9671,0.0009,1.3637,0.0333,1.3673,65.4858,4.6464,67.5674,2.8018,1.0,62.4869,2.6663,0.1467,2.3883,2.2751,3.5789,0.0772,2.1096,0.0,0.0,0.0,29.9588,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5871,0.0,46.6467,0.0,0.0
3,16923.0,1.7106,0.0888,1.0,2.5438,349.8082,1.7572,0.7572,2.3284,1.3284,19.2984,1.7719,18.9092,1.7564,100.0,0.0,0.0,0.0,25.5,0.0,26.625,0.0,26.25,0.0,25.625,10.0,0.0,0.0046,52.9198,5.292,2.0,26170000.0,3.9671,0.0258,1.3665,0.0213,1.366,65.4925,4.6464,67.5351,2.8009,1.0,62.5016,2.6667,0.1483,2.3931,2.3992,3.6019,0.0855,2.1539,0.0,0.0,0.0,29.9584,26.0,25.0,38.0,38.0,15.0,0.0,0.0,183.0,0.0,62.5865,0.0,46.6461,0.0,0.0
4,16924.0,1.7116,0.089,1.0,2.5436,349.6587,1.7568,0.7568,2.3283,1.3283,19.3815,1.7753,18.9338,1.7574,100.0,0.0,0.0,0.0,25.375,0.0,26.625,0.0,26.5,0.0,25.625,10.0,0.0,0.0039,52.9196,5.2919,2.0,26180000.0,3.9672,0.0554,1.3697,0.022,1.366,65.5319,4.6466,67.5636,2.8017,1.0,62.5081,2.6669,0.2043,2.5321,2.3062,3.5847,0.096,2.2039,0.0,0.0,0.0,29.9587,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5863,0.0,46.646,0.0,0.0
5,16925.0,1.7097,0.0887,1.0,2.5437,349.705,1.7568,0.7568,2.3282,1.3282,19.5314,1.7813,18.926,1.757,100.0,0.0,0.0,0.0,25.375,0.0,26.75,0.0,26.375,0.0,25.5,10.0,0.0,0.0049,52.9195,5.2919,2.0,26220000.0,3.9674,0.0527,1.3694,0.0257,1.3664,65.5349,4.6466,67.5677,2.8018,1.0,62.53,2.6675,0.1882,2.4965,2.4217,3.606,0.0884,2.1681,0.0,0.0,0.0,29.9585,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5861,0.0,46.6458,0.0,0.0
6,16926.0,1.7085,0.0886,1.0,2.5435,349.5063,1.7572,0.7572,2.3287,1.3287,19.4842,1.7794,18.9078,1.7563,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.375,0.0,25.625,10.0,0.0,0.0044,52.9191,5.2919,2.0,26210000.0,3.9674,0.0238,1.3662,0.0282,1.3667,65.479,4.6464,67.5671,2.8018,1.0,62.537,2.6677,0.1788,2.4743,2.3544,3.5937,0.092,2.1857,0.0,0.0,0.0,29.9577,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5855,0.0,46.6455,0.0,0.0
7,16927.0,1.7095,0.0887,1.0,2.5438,349.7683,1.7573,0.7573,2.3287,1.3287,19.384,1.7754,18.9048,1.7562,100.0,0.0,0.0,0.0,25.375,0.0,26.625,0.0,26.375,0.0,25.5,10.0,0.0,0.0042,52.9192,5.2919,2.0,26210000.0,3.9674,0.0207,1.3659,0.0262,1.3665,65.5248,4.6465,67.5808,2.8022,1.0,62.5348,2.6676,0.1735,2.4612,2.4155,3.6049,0.1004,2.2234,0.0,0.0,0.0,29.9586,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5868,0.0,46.6459,0.0,0.0
8,16928.0,1.7092,0.0887,1.0,2.5436,349.656,1.7572,0.7572,2.3285,1.3285,19.2926,1.7717,18.9034,1.7561,100.0,0.0,0.0,0.0,25.5,0.0,26.625,0.0,26.375,0.0,25.625,10.0,0.0,0.0037,52.9191,5.2918,2.0,26220000.0,3.9674,0.0106,1.3648,0.0271,1.3666,65.566,4.6467,67.5797,2.8021,1.0,62.5508,2.668,0.2664,2.6475,2.2994,3.5835,0.102,2.2304,0.0,0.0,0.0,29.9582,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5859,0.0,46.6461,0.0,0.0
9,16929.0,1.7085,0.0886,1.0,2.5438,349.7722,1.7567,0.7567,2.3283,1.3283,19.39,1.7756,18.9274,1.7571,100.0,0.0,0.0,0.0,25.5,0.0,26.875,0.0,26.375,0.0,25.5,10.0,0.0,0.0037,52.9191,5.292,2.0,26180000.0,3.9672,-0.0083,1.3627,0.0157,1.3654,65.5675,4.6467,67.5781,2.8021,1.0,62.5465,2.6679,0.2102,2.5444,2.3767,3.5978,0.0984,2.215,0.0,0.0,0.0,29.9584,26.0,25.0,38.0,38.0,12.0,0.0,0.0,183.0,0.0,62.5866,0.0,46.6463,0.0,0.0
10,16930.0,1.7075,0.0884,1.0,2.544,349.9592,1.757,0.757,2.3284,1.3284,19.526,1.781,18.9313,1.7573,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.375,0.0,25.625,10.0,0.0,0.0048,52.919,5.2919,2.0,26150000.0,3.967,-0.0119,1.3623,0.0164,1.3654,65.5871,4.6468,67.5868,2.8023,1.0,62.5537,2.6681,0.2083,2.5404,2.0763,3.5391,0.0911,2.1816,0.0,0.0,0.0,29.9594,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5873,0.0,46.6464,0.0,0.0
11,16931.0,1.7085,0.0886,1.0,2.5439,349.8548,1.7575,0.7575,2.3284,1.3284,19.5005,1.78,18.9195,1.7568,100.0,0.0,0.0,0.0,25.5,0.0,26.625,0.0,26.5,0.0,25.625,10.0,0.0,0.0037,52.9186,5.2918,2.0,26150000.0,3.967,-0.0178,1.3617,0.0087,1.3646,65.5981,4.6468,67.584,2.8022,1.0,62.5574,2.6682,0.1887,2.4976,2.3275,3.5887,0.0906,2.1791,0.0,0.0,0.0,29.9584,26.0,25.0,38.0,38.0,15.0,0.0,0.0,183.0,0.0,62.5864,0.0,46.6462,0.0,0.0
12,16932.0,1.7095,0.0887,1.0,2.5441,350.0505,1.7576,0.7576,2.3282,1.3282,19.406,1.7762,18.915,1.7566,100.0,0.0,0.0,0.0,25.5,0.0,26.625,0.0,26.375,0.0,25.625,10.0,0.0,0.0042,52.9186,5.2919,2.0,26180000.0,3.9672,0.0038,1.3641,0.023,1.3661,65.6399,4.6469,67.6322,2.8035,1.0,62.5603,2.6683,0.1983,2.5192,1.9199,3.5051,0.0835,2.1436,0.0,0.0,0.0,29.9588,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5869,0.0,46.6466,0.0,0.0
13,16933.0,1.7085,0.0886,1.0,2.5437,349.7047,1.7576,0.7576,2.3283,1.3283,19.2924,1.7717,18.9144,1.7566,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.375,0.0,25.625,10.0,0.0,0.0046,52.9185,5.2918,2.0,26240000.0,3.9676,0.0607,1.3703,0.0232,1.3662,65.6167,4.6469,67.5876,2.8023,1.0,62.5569,2.6682,0.1761,2.4675,2.1218,3.5485,0.0761,2.103,0.0,0.0,0.0,29.9589,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5872,0.0,46.6464,0.0,0.0
14,16934.0,1.7085,0.0886,1.0,2.5437,349.7374,1.7569,0.7569,2.3283,1.3283,19.3494,1.774,18.9319,1.7573,100.0,0.0,0.0,0.0,25.375,0.0,26.875,0.0,26.5,0.0,25.5,10.0,0.0,0.004,52.9186,5.2919,2.0,26220000.0,3.9674,0.0248,1.3663,0.0154,1.3653,65.6041,4.6468,67.5832,2.8022,1.0,62.5565,2.6682,0.1868,2.4931,2.2231,3.5688,0.0965,2.2063,0.0,0.0,0.0,29.9586,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5864,0.0,46.6462,0.0,0.0
15,16935.0,1.7085,0.0886,1.0,2.5436,349.6357,1.7567,0.7567,2.3284,1.3284,19.512,1.7805,18.9259,1.757,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.375,0.0,25.5,10.0,0.0,0.0045,52.9184,5.2919,2.0,26150000.0,3.967,-0.0006,1.3636,0.024,1.3663,65.5949,4.6468,67.6056,2.8028,1.0,62.554,2.6681,0.1416,2.373,2.2735,3.5786,0.0835,2.1436,0.0,0.0,0.0,29.9585,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5861,0.0,46.6459,0.0,0.0
16,16936.0,1.7093,0.0887,1.0,2.5433,349.3989,1.7575,0.7575,2.3284,1.3284,19.5048,1.7802,18.9207,1.7568,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.375,0.0,25.5,10.0,0.0,0.0043,52.9182,5.2918,2.0,26140000.0,3.9669,0.0031,1.364,0.0215,1.366,65.5677,4.6467,67.5799,2.8021,1.0,62.5522,2.6681,0.1459,2.3858,2.3386,3.5908,0.0821,2.1362,0.0,0.0,0.0,29.9583,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5869,0.0,46.6457,0.0,0.0
17,16937.0,1.7095,0.0887,1.0,2.5438,349.7892,1.7576,0.7576,2.3287,1.3287,19.3963,1.7759,18.917,1.7567,100.0,0.0,0.0,0.0,25.375,0.0,26.875,0.0,26.375,0.0,25.625,10.0,0.0,0.0041,52.9181,5.2918,2.0,26210000.0,3.9674,0.0399,1.368,0.0335,1.3673,65.5727,4.6467,67.6005,2.8027,1.0,62.5549,2.6681,0.1453,2.3842,2.0831,3.5406,0.0683,2.056,0.0,0.0,0.0,29.9579,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5864,0.0,46.6451,0.0,0.0
18,16938.0,1.709,0.0886,1.0,2.5439,349.8992,1.7577,0.7577,2.3285,1.3285,19.2991,1.772,18.9126,1.7565,100.0,0.0,0.0,0.0,25.5,0.0,26.625,0.0,26.375,0.0,25.625,10.0,0.0,0.0049,52.9185,5.2919,2.0,26230000.0,3.9675,0.0248,1.3663,0.0251,1.3664,65.6204,4.6469,67.6305,2.8035,1.0,62.559,2.6682,0.2062,2.536,2.398,3.6017,0.0733,2.0868,0.0,0.0,0.0,29.958,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5858,0.0,46.6455,0.0,0.0
19,16939.0,1.709,0.0886,1.0,2.5437,349.6721,1.7574,0.7574,2.3283,1.3283,19.3336,1.7733,18.931,1.7572,100.0,0.0,0.0,0.0,25.375,0.0,26.75,0.0,26.375,0.0,25.75,10.0,0.0,0.0042,52.918,5.2918,2.0,26200000.0,3.9673,0.0384,1.3678,0.0073,1.3644,65.5683,4.6467,67.6267,2.8034,1.0,62.5507,2.668,0.1621,2.4316,1.9408,3.5098,0.0831,2.1416,0.0,0.0,0.0,29.9588,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5863,0.0,46.6465,0.0,0.0
20,16940.0,1.7075,0.0884,1.0,2.5439,349.9016,1.7571,0.7571,2.328,1.328,19.5021,1.7801,18.9379,1.7575,100.0,0.0,0.0,0.0,25.375,0.0,26.75,0.0,26.5,0.0,25.625,10.0,0.0,0.0042,52.9182,5.2918,2.0,26220000.0,3.9674,0.0338,1.3673,0.0227,1.3661,65.5735,4.6467,67.6379,2.8037,1.0,62.5555,2.6681,0.1576,2.4193,2.1841,3.5611,0.0812,2.1313,0.0,0.0,0.0,29.9586,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5866,0.0,46.646,0.0,0.0
21,16941.0,1.711,0.0889,1.0,2.544,349.9369,1.7575,0.7575,2.3287,1.3287,19.5206,1.7808,18.9211,1.7568,100.0,0.0,0.0,0.0,25.5,0.0,26.625,0.0,26.375,0.0,25.625,10.0,0.0,0.0046,52.9179,5.2918,2.0,26210000.0,3.9674,-0.0011,1.3635,0.0359,1.3676,65.6152,4.6469,67.6366,2.8036,1.0,62.5581,2.6682,0.1758,2.4668,2.2622,3.5764,0.0755,2.0996,0.0,0.0,0.0,29.9588,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5866,0.0,46.646,0.0,0.0
22,16942.0,1.7137,0.0892,1.0,2.5438,349.8046,1.7576,0.7576,2.3289,1.3289,19.4457,1.7778,18.9157,1.7566,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.5,0.0,25.625,10.0,0.0,0.004,52.9175,5.2918,2.0,26200000.0,3.9673,0.0199,1.3658,0.0249,1.3664,65.6233,4.6469,67.629,2.8034,1.0,62.5565,2.6682,0.154,2.4094,2.2142,3.5671,0.0772,2.1094,0.0,0.0,0.0,29.958,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5871,0.0,46.6462,0.0,0.0
23,16943.0,1.7159,0.0895,1.0,2.5442,350.0913,1.7576,0.7576,2.3287,1.3287,19.3305,1.7732,18.9135,1.7565,100.0,0.0,0.0,0.0,25.375,0.0,26.75,0.0,26.375,0.0,25.625,10.0,0.0,0.0045,52.9175,5.2918,2.0,26240000.0,3.9676,0.0767,1.372,0.0533,1.3695,65.6206,4.6469,67.6556,2.8042,1.0,62.5621,2.6683,0.1784,2.4733,2.3336,3.5899,0.0853,2.153,0.0,0.0,0.0,29.9586,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5864,0.0,46.6461,0.0,0.0
24,16944.0,1.717,0.0896,1.0,2.5439,349.8617,1.7575,0.7575,2.3284,1.3284,19.312,1.7725,18.9261,1.757,100.0,0.0,0.0,0.0,25.5,0.0,26.875,0.0,26.375,0.0,25.625,10.0,0.0,0.0041,52.9175,5.2917,2.0,26250000.0,3.9677,0.0695,1.3712,0.0033,1.364,65.6387,4.6469,67.6552,2.8041,1.0,62.562,2.6683,0.1596,2.4248,2.3013,3.5838,0.0892,2.1722,0.0,0.0,0.0,29.9588,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.587,0.0,46.6464,0.0,0.0
25,16945.0,1.718,0.0898,1.0,2.5436,349.6364,1.7571,0.7571,2.3286,1.3286,19.4907,1.7796,18.9406,1.7576,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.375,0.0,25.625,10.0,0.0,0.0035,52.9171,5.2917,2.0,26270000.0,3.9678,0.0617,1.3704,0.0254,1.3664,65.5973,4.6468,67.6391,2.8037,1.0,62.5587,2.6682,0.1563,2.4158,2.2943,3.5825,0.08,2.1252,0.0,0.0,0.0,29.9589,26.0,25.0,38.0,38.0,12.0,0.0,0.0,183.0,0.0,62.5868,0.0,46.6466,0.0,0.0
26,16946.0,1.7181,0.0898,1.0,2.5437,349.705,1.7574,0.7574,2.3286,1.3286,19.5178,1.7807,18.9237,1.7569,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.375,0.0,25.625,10.0,0.0,0.0045,52.9174,5.2918,2.0,26300000.0,3.968,0.0726,1.3716,0.0351,1.3675,65.6043,4.6468,67.6582,2.8042,1.0,62.5584,2.6682,0.1466,2.388,2.5581,3.6298,0.0718,2.0778,0.0,0.0,0.0,29.9587,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5869,0.0,46.6462,0.0,0.0
27,16947.0,1.718,0.0898,1.0,2.5436,349.5922,1.7573,0.7573,2.3289,1.3289,19.4633,1.7785,18.9097,1.7564,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.375,0.0,25.625,10.0,0.0,0.0049,52.9173,5.2917,2.0,26300000.0,3.968,0.0469,1.3687,0.0356,1.3675,65.6099,4.6468,67.6504,2.804,1.0,62.56,2.6683,0.1544,2.4105,2.2412,3.5723,0.0756,2.1002,0.0,0.0,0.0,29.9581,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5862,0.0,46.6459,0.0,0.0
28,16948.0,1.7151,0.0894,1.0,2.5434,349.4526,1.7573,0.7573,2.3289,1.3289,19.3537,1.7741,18.9063,1.7563,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.375,0.0,25.625,10.0,0.0,0.0044,52.917,5.2917,2.0,26280000.0,3.9679,0.0254,1.3664,0.0353,1.3675,65.5689,4.6467,67.6484,2.804,1.0,62.555,2.6681,0.1766,2.4687,2.4308,3.6076,0.0709,2.0726,0.0,0.0,0.0,29.9585,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5862,0.0,46.6461,0.0,0.0
29,16949.0,1.7133,0.0892,1.0,2.5437,349.7314,1.7575,0.7575,2.3283,1.3283,19.2959,1.7718,18.9234,1.7569,100.0,0.0,0.0,0.0,25.5,0.0,26.875,0.0,26.375,0.0,25.5,10.0,0.0,0.0038,52.9169,5.2917,2.0,26280000.0,3.9679,0.0158,1.3654,0.0144,1.3652,65.5711,4.6467,67.6464,2.8039,1.0,62.5544,2.6681,0.1725,2.4587,2.3016,3.5839,0.0639,2.0273,0.0,0.0,0.0,29.9579,26.0,25.0,38.0,38.0,15.0,0.0,0.0,183.0,0.0,62.5859,0.0,46.6454,0.0,0.0
30,16950.0,1.7121,0.089,1.0,2.5437,349.7379,1.7571,0.7571,2.3283,1.3283,19.4468,1.7779,18.9406,1.7576,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.375,0.0,25.5,10.0,0.0,0.0047,52.9169,5.2917,2.0,26220000.0,3.9675,0.0018,1.3638,0.0119,1.3649,65.5957,4.6468,67.6339,2.8036,1.0,62.5568,2.6682,0.185,2.4891,2.4317,3.6078,0.0706,2.0706,0.0,0.0,0.0,29.9584,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5866,0.0,46.6457,0.0,0.0
31,16951.0,1.7107,0.0888,1.0,2.5435,349.5464,1.7573,0.7573,2.3288,1.3288,19.5302,1.7812,18.9262,1.757,100.0,0.0,0.0,0.0,25.375,0.0,26.625,0.0,26.375,0.0,25.5,10.0,0.0,0.0042,52.9167,5.2917,2.0,26210000.0,3.9674,-0.0333,1.36,0.026,1.3665,65.5564,4.6467,67.6471,2.8039,1.0,62.5565,2.6682,0.1795,2.476,2.2685,3.5776,0.0843,2.1477,0.0,0.0,0.0,29.9586,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5863,0.0,46.6464,0.0,0.0
32,16952.0,1.7091,0.0886,1.0,2.5439,349.8886,1.7577,0.7577,2.3291,1.3291,19.4668,1.7787,18.9169,1.7567,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.5,0.0,25.625,10.0,0.0,0.0046,52.9168,5.2917,2.0,26210000.0,3.9674,0.0118,1.3649,0.0163,1.3654,65.5828,4.6467,67.6642,2.8044,1.0,62.5569,2.6682,0.1685,2.4485,2.1841,3.5611,0.0735,2.0882,0.0,0.0,0.0,29.9588,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5863,0.0,46.6462,0.0,0.0
33,16953.0,1.7085,0.0886,1.0,2.544,349.9813,1.7577,0.7577,2.329,1.329,19.3694,1.7748,18.9137,1.7565,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.5,0.0,25.625,10.0,0.0,0.0048,52.9166,5.2916,2.0,26250000.0,3.9676,0.0365,1.3676,0.0094,1.3647,65.6095,4.6468,67.6766,2.8047,1.0,62.5613,2.6683,0.1298,2.3352,2.2951,3.5827,0.0894,2.1732,0.0,0.0,0.0,29.9588,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5872,0.0,46.6461,0.0,0.0
34,16954.0,1.7085,0.0886,1.0,2.5439,349.8488,1.7575,0.7575,2.3284,1.3284,19.2883,1.7715,18.9187,1.7567,100.0,0.0,0.0,0.0,25.375,0.0,26.75,0.0,26.5,0.0,25.625,10.0,0.0,0.0043,52.9165,5.2916,2.0,26300000.0,3.968,0.0332,1.3673,0.025,1.3664,65.5968,4.6468,67.6776,2.8047,1.0,62.564,2.6684,0.1357,2.3545,2.1973,3.5637,0.079,2.1195,0.0,0.0,0.0,29.9585,26.0,25.0,38.0,38.0,16.0,0.0,0.0,183.0,0.0,62.5861,0.0,46.6457,0.0,0.0
35,16955.0,1.7078,0.0885,1.0,2.544,349.9621,1.7575,0.7575,2.3283,1.3283,19.3985,1.7759,18.9451,1.7578,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.375,0.0,25.625,10.0,0.0,0.0045,52.9164,5.2917,2.0,26260000.0,3.9677,0.0127,1.365,0.0276,1.3666,65.6198,4.6469,67.6822,2.8049,1.0,62.5707,2.6686,0.1191,2.2978,2.5386,3.6264,0.0779,2.1136,0.0,0.0,0.0,29.9584,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5864,0.0,46.6461,0.0,0.0
36,16956.0,1.7075,0.0884,1.0,2.5438,349.7513,1.7576,0.7576,2.3285,1.3285,19.5319,1.7813,18.9383,1.7575,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.375,0.0,25.5,10.0,0.0,0.0038,52.916,5.2916,2.0,26260000.0,3.9677,0.0032,1.364,0.0288,1.3668,65.6442,4.647,67.6813,2.8048,1.0,62.5821,2.6689,0.1479,2.3917,2.5289,3.6248,0.0725,2.0823,0.0,0.0,0.0,29.9587,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5862,0.0,46.6463,0.0,0.0
37,16957.0,1.7075,0.0884,1.0,2.5436,349.6632,1.7579,0.7579,2.3286,1.3286,19.4919,1.7797,18.9277,1.7571,100.0,0.0,0.0,0.0,25.375,0.0,26.625,0.0,26.5,0.0,25.75,10.0,0.0,0.0044,52.9158,5.2916,2.0,26220000.0,3.9675,0.0011,1.3638,0.0286,1.3668,65.6092,4.6468,67.6919,2.8051,1.0,62.6157,2.6698,0.1659,2.4418,1.9223,3.5057,0.0717,2.0774,0.0,0.0,0.0,29.9583,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5863,0.0,46.6462,0.0,0.0
38,16958.0,1.7075,0.0884,1.0,2.5437,349.6711,1.758,0.758,2.3286,1.3286,19.3891,1.7756,18.9236,1.7569,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.5,0.0,25.625,10.0,0.0,0.0041,52.9157,5.2916,2.0,26220000.0,3.9675,-0.0354,1.3598,0.0332,1.3673,65.6629,4.647,67.696,2.8052,1.0,62.6465,2.6706,0.174,2.4623,1.9929,3.5213,0.0643,2.0301,0.0,0.0,0.0,29.9585,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5868,0.0,46.6459,0.0,0.0
39,16959.0,1.7074,0.0884,1.0,2.5435,349.5111,1.7576,0.7576,2.3285,1.3285,19.2954,1.7718,18.9176,1.7567,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.375,0.0,25.625,10.0,0.0,0.0042,52.9158,5.2916,2.0,26210000.0,3.9674,0.0128,1.365,0.0345,1.3674,65.646,4.647,67.7218,2.8059,1.0,62.6636,2.671,0.1872,2.4942,2.15,3.5543,0.0663,2.0436,0.0,0.0,0.0,29.9579,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5864,0.0,46.6458,0.0,0.0
40,16960.0,1.7075,0.0884,1.0,2.5437,349.7345,1.7572,0.7572,2.3286,1.3286,19.4008,1.776,18.9356,1.7574,100.0,0.0,0.0,0.0,25.5,0.0,26.875,0.0,26.375,0.0,25.5,10.0,0.0,0.0037,52.9159,5.2916,2.0,26200000.0,3.9673,0.0024,1.3639,0.0263,1.3665,65.7074,4.6472,67.7084,2.8056,1.0,62.6628,2.671,0.1718,2.4569,2.3035,3.5842,0.063,2.0211,0.0,0.0,0.0,29.9583,26.0,25.0,38.0,38.0,14.0,0.0,0.0,183.0,0.0,62.5863,0.0,46.6454,0.0,0.0
41,16961.0,1.7074,0.0884,1.0,2.5436,349.6064,1.757,0.757,2.3288,1.3288,19.519,1.7808,18.9319,1.7573,100.0,0.0,0.0,0.0,25.5,0.0,26.625,0.0,26.375,0.0,25.75,10.0,0.0,0.0045,52.9159,5.2916,2.0,26220000.0,3.9675,0.0041,1.3641,0.0268,1.3666,65.7399,4.6473,67.7393,2.8064,1.0,62.6658,2.6711,0.1739,2.4622,2.3239,3.5881,0.0682,2.0554,0.0,0.0,0.0,29.9584,26.0,25.0,38.0,38.0,13.0,0.0,0.0,183.0,0.0,62.5868,0.0,46.6462,0.0,0.0
42,16962.0,1.7075,0.0884,1.0,2.5437,349.6635,1.7576,0.7576,2.3288,1.3288,19.4821,1.7793,18.9258,1.757,100.0,0.0,0.0,0.0,25.5,0.0,26.75,0.0,26.375,0.0,25.625,10.0,0.0,0.0041,52.9155,5.2916,2.0,26200000.0,3.9673,0.0178,1.3656,0.0401,1.368,65.6807,4.6471,67.7402,2.8064,1.0,62.6606,2.6709,0.2166,2.5576,1.8541,3.49,0.0702,2.0681,0.0,0.0,0.0,29.9581,26.0,25.0,38.0,38.0,15.0,0.0,0.0,183.0,0.0,62.5865,0.0,46.6461,0.0,0.0
