CAM-CNT,NFD-1-CPS,cam-cnt_abnormal
1.202,9.3572,0
1.2018,9.2691,0
1.2017,9.1511,0
1.2016,9.1249,0
1.202,9.1305,0
1.202,9.099,0
1.2016,8.832,0
1.2012,8.7768,0
1.2018,8.7533,0
1.2017,8.7519,0
1.2021,8.6238,0
1.2019,8.55,0
1.202,8.7484,0
1.2024,8.8991,0
1.2024,9.011,0
1.2024,9.0014,0
1.2021,9.0755,0
1.202,8.99,0
1.2022,8.9347,0
1.2025,8.8844,0
1.2024,8.7858,0
1.202,8.7899,0
1.2016,8.8501,0
1.2022,8.9124,0
1.2025,8.9423,0
1.2024,8.8543,0
1.202,8.7982,0
1.202,8.8546,0
1.2024,8.8164,0
1.2019,8.6697,0
1.2014,8.5444,0
1.2014,8.5536,0
1.2017,8.7528,0
1.2019,8.6633,0
1.2014,8.7,0
1.2017,8.7663,0
1.2016,8.8483,0
1.2021,8.7657,0
1.2021,8.7422,0
1.202,8.726,0
1.2013,8.7086,0
1.2015,8.716,0
1.2016,8.53,0
1.2015,8.6402,0
1.2018,8.5852,0
1.2018,8.5948,0
1.202,8.5666,0
1.2018,8.4616,0
1.2025,8.3893,0
1.2023,8.4263,0
1.2018,8.5538,0
1.202,8.5648,0
1.2021,8.6522,0
1.2021,8.8113,0
1.2019,8.8777,0
1.2021,8.8435,0
1.2019,8.9241,0
1.2015,9.0205,0
1.2021,8.993,0
1.2022,8.998,0
1.2018,9.0639,0
1.2021,9.0738,0
1.2022,9.068,0
1.2021,8.9958,0
1.202,9.0909,0
1.2024,9.1775,0
1.202,9.0698,0
1.2022,9.179,0
1.2025,9.4801,0
1.2021,9.5778,0
1.2022,9.4347,0
1.2016,9.3809,0
1.2017,9.3864,0
1.202,9.3773,0
1.2018,9.5078,0
1.202,9.6348,0
1.2025,9.7269,0
1.2017,9.8085,0
1.2019,9.8691,0
1.2017,9.9021,0
1.2016,9.7187,0
1.2018,9.5436,0
1.2026,9.4193,0
1.2022,9.3636,0
1.2019,9.4307,0
1.2023,9.2096,0
1.2023,9.1952,0
1.2025,9.1368,0
1.2027,9.1457,0
1.2016,9.2946,0
1.2018,9.2342,0
1.2016,9.2707,0
1.2015,9.367,0
1.2023,9.5336,0
1.2021,9.5667,0
1.2014,9.5673,0
1.2019,9.4641,0
1.2015,9.36,0
1.2017,9.3191,0
1.2019,9.3157,0
1.2022,9.3166,0
1.2021,9.2139,0
1.2019,9.1532,0
1.2023,9.1043,0
1.2019,9.1058,0
1.2017,9.1232,0
1.2021,9.1741,0
1.2022,9.075,0
1.2022,8.9324,0
1.2021,8.9953,0
1.2021,8.9965,0
1.2017,8.8997,0
1.202,8.8924,0
1.2013,8.9416,0
1.2016,8.8191,0
1.2023,8.7062,0
1.2022,8.6662,0
1.2022,8.5295,0
1.2021,8.5162,0
1.2016,8.5614,0
1.202,8.6689,0
1.2015,8.5892,0
1.2018,8.6499,0
1.2018,8.7839,0
1.2013,8.8768,0
1.2022,8.8474,0
1.2019,8.7248,0
1.2023,8.6628,0
1.2023,8.5246,0
1.2025,8.5451,0
1.2019,8.6548,0
1.202,8.6737,0
1.2023,8.7632,0
1.2025,8.818,0
1.2023,8.7728,0
1.202,8.7914,0
1.2024,8.7439,0
1.2016,8.7334,0
1.2014,8.7712,0
1.2016,8.7964,0
1.202,9.0744,0
1.2018,9.1027,0
1.2018,8.912,0
1.2019,8.9034,0
1.2017,8.9732,0
1.2014,8.9574,0
1.2021,8.9999,0
1.2017,9.031,0
1.2021,8.9966,0
1.2026,9.0585,0
1.2021,9.022,0
1.2018,8.7158,0
1.2018,8.7118,0
1.2022,8.6874,0
1.202,8.7385,0
1.2011,8.8325,0
1.2022,8.8558,0
1.2023,8.7454,0
1.202,8.8007,0
1.2019,9.1487,0
1.202,9.2519,0
1.2017,9.2483,0
1.2022,9.2765,0
1.2025,9.3355,0
1.2026,9.3408,0
1.2021,9.3618,0
1.2021,9.5291,0
1.2021,9.7597,0
1.2021,9.7513,0
1.202,9.5147,0
1.2013,9.3887,0
1.2019,9.4266,0
1.2018,9.357,0
1.2016,9.5199,0
1.2026,9.6218,0
1.202,9.7429,0
1.2019,9.689,0
1.2019,9.6089,0
1.2021,9.763,0
1.2017,9.8032,0
1.202,9.7954,0
1.2018,9.7863,0
1.2018,9.7176,0
1.2018,9.6293,0
1.2015,9.5782,0
1.2017,9.6085,0
1.2018,9.78,0
1.2017,9.6735,0
1.2017,9.6272,0
1.2019,9.5555,0
1.2013,9.5051,0
1.2013,9.3138,0
1.2019,9.255,0
1.2025,9.3892,0
1.2022,9.4308,0
1.2022,9.3837,0
1.2017,9.3528,0
1.202,9.3863,0
1.2018,9.2873,0
1.2017,9.1164,0
1.2015,9.0823,0
1.2018,9.0836,0
1.2018,9.1425,0
1.2019,9.1959,0
1.2024,9.2786,0
1.2021,9.1796,0
1.2023,9.3589,0
1.2027,9.361,0
1.2021,9.5433,0
1.2023,9.6345,0
1.2022,9.6677,0
1.2021,9.5918,0
1.2021,9.6948,0
1.2022,9.5274,0
1.2016,9.3985,0
1.2015,9.3141,0
1.2019,9.335,0
1.2017,9.2627,0
1.202,9.1858,0
1.202,9.0938,0
1.2017,9.3387,0
1.2019,9.2466,0
1.2018,9.2982,0
1.2016,9.2356,0
1.202,9.3409,0
1.2018,9.2181,0
1.2024,9.0952,0
1.2022,9.092,0
1.2018,9.2921,0
1.2023,9.4682,0
1.2022,9.4377,0
1.202,9.3929,0
1.2022,9.6374,0
1.2022,9.986,0
1.2018,10.1126,0
1.2019,10.0535,0
1.2018,9.9288,0
1.202,9.8934,0
1.2016,9.8271,0
1.2022,9.7145,0
1.202,9.6592,0
1.2022,9.7397,0
1.2022,9.8436,0
1.2019,9.9543,0
1.2016,9.9276,0
1.2017,9.6754,0
1.2019,9.5722,0
1.2016,9.479,0
1.202,9.5253,0
1.2023,9.4343,0
1.2021,9.424,0
1.2023,9.444,0
1.2019,9.5817,0
1.202,9.7847,0
1.2019,9.7815,0
1.202,9.6341,0
1.2017,9.6301,0
1.2018,9.5205,0
1.2018,9.6085,0
1.2019,9.6752,0
1.2024,9.5594,0
1.2025,9.418,0
1.2019,9.4092,0
1.2021,9.8296,0
1.2018,9.9952,0
1.2018,10.0767,0
1.2017,10.0365,0
1.202,9.8878,0
1.202,9.9071,0
1.202,10.1439,0
1.2013,10.1335,0
1.2018,10.0567,0
1.202,10.1327,0
1.2016,10.1468,0
1.202,10.073,0
1.2019,9.8303,0
1.2022,9.6821,0
1.2021,9.6801,0
1.2022,9.4787,0
1.2022,9.3422,0
1.2019,9.2824,0
1.2015,9.2336,0
1.2016,9.4421,0
1.2013,9.3337,0
1.202,9.3582,0
1.2019,9.2179,0
1.2022,9.2305,0
1.2016,9.0952,0
1.2017,9.0338,0
1.2023,8.9033,0
1.2014,8.8549,0
1.2017,8.8506,0
1.2018,8.8338,0
1.202,8.7909,0
1.2019,8.7703,0
1.2018,8.8442,0
1.2021,8.9205,0
1.2015,8.9101,0
1.2017,8.8636,0
1.2019,8.8266,0
1.2014,8.7704,0
1.2017,8.7833,0
1.2017,8.7209,0
1.2019,8.6141,0
1.2023,8.4551,0
1.2024,8.4911,0
1.2018,8.4273,0
1.202,8.2205,0
1.2016,8.1388,0
1.2021,8.1968,0
1.2018,8.4373,0
1.202,8.333,0
1.2013,8.3279,0
1.2021,8.4221,0
1.2021,8.2818,0
1.2027,8.1207,0
1.2015,8.2401,0
1.2016,8.1367,0
1.2017,8.2064,0
1.2019,8.1851,0
1.2023,8.2087,0
1.2021,8.3505,0
1.2018,8.5041,0
1.2021,8.53,0
1.2019,8.565,0
1.2022,8.5597,0
1.2024,8.6008,0
1.202,8.5767,0
1.2026,8.571,0
1.2022,8.6242,0
1.2019,8.8506,0
1.2016,8.8571,0
1.2016,8.8637,0
1.2016,8.8847,0
1.2017,8.9383,0
1.2018,8.8862,0
1.2015,8.8477,0
1.2017,8.7676,0
1.2018,8.9806,0
1.2022,8.8939,0
1.2016,8.9111,0
1.2019,8.8931,0
1.2016,8.8262,0
1.2011,8.8543,0
1.2014,8.8955,0
1.2012,8.895,0
1.201,8.9381,0
1.2012,8.9156,0
1.2013,8.9111,0
1.201,8.8248,0
1.2017,8.7857,0
1.2011,8.7832,0
1.2015,8.7802,0
1.2014,8.7727,0
1.2015,8.7904,0
1.201,8.678,0
1.2013,8.632,0
1.2013,8.7204,0
1.2015,8.8998,0
1.2018,8.8191,0
1.2017,8.8622,0
1.2019,8.9162,0
1.2018,9.08,0
1.2014,9.1589,0
1.2018,9.2267,0
1.2016,9.3895,0
1.201,9.4802,0
1.2016,9.4644,0
1.2013,9.3406,0
1.2016,9.1337,0
1.2014,9.1246,0
1.2015,8.9782,0
1.2014,9.1078,0
1.2015,9.1774,0
1.202,9.0948,0
1.2024,9.0144,0
1.2018,9.106,0
1.2018,9.0146,0
1.2017,8.8692,0
1.2013,9.0504,0
1.2019,9.1802,0
1.2013,9.1022,0
1.2014,9.1776,0
1.2014,9.1675,0
1.2015,9.0436,0
1.2019,8.9414,0
1.2019,8.9611,0
1.202,8.9825,0
1.2012,9.1147,0
1.2014,9.1511,0
1.2018,9.1608,0
1.2017,9.0691,0
1.2019,8.9334,0
1.2013,8.8122,0
1.2019,8.6041,0
1.2022,8.756,0
1.2021,8.8178,0
1.2016,8.7852,0
1.2014,8.827,0
1.2017,8.8146,0
1.202,8.6298,0
1.202,8.7669,0
1.2017,8.7673,0
1.2017,8.7183,0
1.2016,8.7367,0
1.2013,8.7627,0
1.2013,8.7424,0
1.2016,8.8273,0
1.2013,8.6591,0
1.2018,8.6157,0
1.2013,8.6626,0
1.2016,8.7592,0
1.2011,8.7335,0
1.2017,8.8931,0
1.2018,9.0595,0
1.2019,9.093,0
1.2018,9.1144,0
1.2017,9.1291,0
1.2014,9.0487,0
1.2016,9.0719,0
1.2021,9.1046,0
1.202,8.9549,0
1.202,8.8591,0
1.2016,8.822,0
1.2015,8.9551,0
1.2016,9.081,0
1.2014,9.1986,0
1.2015,9.2287,0
1.2014,9.2999,0
1.2016,9.2764,0
1.2019,9.3707,0
1.2022,9.5093,0
1.2014,9.6193,0
1.2014,9.5651,0
1.2018,9.3934,0
1.2018,9.3584,0
1.2018,9.5609,0
1.2017,9.5165,0
1.2019,9.4905,0
1.2019,9.5261,0
1.2008,9.5415,0
1.2015,9.5594,0
1.2017,9.3225,0
1.2024,9.224,0
1.2016,9.166,0
1.2017,9.1239,0
1.2019,9.1661,0
1.202,9.0736,0
1.2021,8.9454,0
1.2013,8.8823,0
1.2013,8.8311,0
1.2014,8.7243,0
1.2015,8.7119,0
1.2021,8.5669,0
1.2021,8.4944,0
1.2017,8.4375,0
1.2019,8.3957,0
1.2019,8.4539,0
1.2021,8.6358,0
1.2019,8.5391,0
1.2009,8.4784,0
1.2013,8.6323,0
1.2015,8.7667,0
1.2018,8.8478,0
1.2013,8.7901,0
1.2016,8.6863,0
1.2018,8.6598,0
1.2017,8.5278,0
1.2016,8.5624,0
1.2017,8.4889,0
1.2016,8.4034,0
1.2015,8.3365,0
1.2013,8.4869,0
1.2016,8.5602,0
1.2012,8.7328,0
1.2015,8.5519,0
1.2018,8.4989,0
1.202,8.2617,0
1.2019,8.3534,0
1.2021,8.4118,0
1.2018,8.414,0
1.202,8.6489,0
1.2021,8.7001,0
1.201,8.6815,0
1.2014,8.7021,0
1.2018,8.8091,0
1.2011,8.9031,0
1.2012,8.9562,0
1.202,8.9006,0
1.202,8.9894,0
1.2019,9.0272,0
1.2016,9.0805,0
1.2019,9.0146,0
1.2019,9.0696,0
1.2019,8.9951,0
1.2013,8.9041,0
1.2015,8.8699,0
1.2015,8.9966,0
1.201,9.0193,0
1.2014,9.0562,0
1.2021,9.1416,0
1.2017,9.1428,0
1.2018,8.995,0
1.2017,8.9135,0
1.2016,9.2268,0
1.2015,9.2665,0
1.2016,9.1903,0
1.2018,9.3886,0
1.2014,9.455,0
1.2014,9.5959,0
1.2018,9.6812,0
1.2018,9.7791,0
1.2019,9.5656,0
1.2011,9.4623,0
1.2013,9.47,0
1.2018,9.5758,0
1.2014,9.4226,0
1.2019,9.3919,0
1.2013,9.5974,0
1.202,9.624,0
1.202,9.6166,0
1.2017,9.6524,0
1.2017,9.5445,0
1.2018,9.7074,0
1.2021,9.7126,0
1.202,9.7083,0
1.2018,9.6063,0
1.2015,9.5142,0
1.2018,9.5705,0
1.2012,9.7668,0
1.2015,9.718,0
1.2016,9.6796,0
1.2016,9.769,0
1.2009,9.5859,0
1.2016,9.6601,0
1.2016,9.6434,0
1.2016,9.4969,0
1.2015,9.5962,0
1.2014,9.765,0
1.2016,9.5881,0
1.2012,9.6268,0
1.2016,9.5717,0
1.202,9.5052,0
1.2016,9.4345,0
1.2018,9.7292,0
1.2017,9.8072,0
1.202,9.9706,0
1.2016,9.9757,0
1.2018,9.7514,0
1.2018,9.7854,0
1.202,9.7019,0
1.2019,9.7982,0
1.2021,9.6877,0
1.2016,9.6766,0
1.2012,9.5226,0
1.2016,9.2898,0
1.2017,9.3049,0
1.2021,9.3787,0
1.202,9.4381,0
1.2012,9.5541,0
1.2014,9.5681,0
1.2015,9.4406,0
1.2011,9.4032,0
1.2011,9.3119,0
1.2019,9.3898,0
1.2019,9.4118,0
1.2011,9.4181,0
1.2018,9.4742,0
1.2023,9.4355,0
1.2023,9.3436,0
1.2019,9.2797,0
1.2016,9.3572,0
1.2019,9.2256,0
1.2014,9.189,0
1.2015,9.0681,0
1.2014,9.0807,0
1.2012,9.2061,0
1.201,9.1659,0
1.2018,9.2218,0
1.2019,9.2525,0
1.2017,9.2754,0
1.2016,9.2067,0
1.2018,8.9917,0
1.2018,8.8799,0
1.2019,8.7436,0
1.2024,8.5812,0
1.202,8.4229,0
1.2015,8.4829,0
1.2011,8.4483,0
1.2017,8.474,0
1.2019,8.4193,0
1.2018,8.3991,0
1.202,8.5369,0
1.2023,8.643,0
1.2017,8.8188,0
1.2018,8.9116,0
1.201,9.1093,0
1.2011,9.1355,0
1.2019,9.3449,0
1.2008,9.2436,0
1.202,9.1496,0
1.2012,9.1256,0
1.2016,9.1952,0
1.2014,9.2688,0
1.2018,9.3372,0
1.2013,9.3647,0
1.2016,9.2537,0
1.2015,9.2982,0
1.2014,9.2579,0
1.2016,9.3221,0
1.2013,9.4219,0
1.2012,9.3393,0
1.2016,9.4608,0
1.2011,9.6803,0
1.2012,9.5213,0
1.2011,9.4429,0
1.2019,9.4392,0
1.2018,9.512,0
1.2021,9.5252,0
1.2019,9.5192,0
1.2019,9.438,0
1.2019,9.5071,0
1.2017,9.2936,0
1.2016,9.2345,0
1.2015,9.3038,0
1.202,9.3378,0
1.2016,9.3288,0
1.2016,9.2323,0
1.2015,9.4931,0
1.201,9.4682,0
1.2017,9.3939,0
1.2013,9.4347,0
1.2011,9.557,0
1.2015,9.5717,0
1.2013,9.4852,0
1.2016,9.319,0
1.2014,9.1232,0
1.2019,8.8951,0
1.2016,8.7288,0
1.2017,8.6116,0
1.2017,8.4739,0
1.2019,8.6349,0
1.2016,8.8015,0
1.2018,8.8508,0
1.2017,8.776,0
1.2021,8.6933,0
1.202,8.6868,0
1.201,8.7316,0
1.2012,8.7412,0
1.2011,8.6539,0
1.2016,8.5819,0
1.2014,8.5042,0
1.2016,8.6039,0
1.2012,8.6859,0
1.2014,8.7451,0
1.2013,8.6843,0
1.2016,8.577,0
1.2015,8.5386,0
1.2016,8.3179,0
1.2021,8.345,0
1.2022,8.2354,0
1.2018,8.2015,0
1.2015,8.2148,0
1.202,8.323,0
1.2018,8.334,0
1.2019,8.3472,0
1.2016,8.5658,0
1.2015,8.5847,0
1.2015,8.4184,0
1.2018,8.4559,0
1.2021,8.447,0
1.2012,8.5393,0
1.2012,8.5099,0
1.2013,8.4892,0
1.2012,8.4183,0
1.2016,8.37,0
1.202,8.205,0
1.2014,8.2578,0
1.2018,8.4431,0
1.2015,8.4799,0
1.2015,8.4321,0
1.2015,8.4101,0
1.2016,8.5044,0
1.2013,8.524,0
1.2017,8.352,0
1.2021,8.3325,0
1.2013,8.2947,0
1.2019,8.4545,0
1.202,8.4729,0
1.2021,8.5129,0
1.2022,8.5535,0
1.2013,8.5288,0
1.2013,8.5857,0
1.2017,8.7869,0
1.2012,8.9159,0
1.2015,8.994,0
1.2011,9.1609,0
1.2016,9.0982,0
1.2018,8.9026,0
1.2018,8.7079,0
1.202,8.7057,0
1.2017,8.7964,0
1.2017,8.7929,0
1.2015,8.995,0
1.2011,8.966,0
1.2015,9.0108,0
1.2016,9.2204,0
1.2016,9.1255,0
1.202,9.1682,0
1.2021,9.1546,0
1.2012,9.1654,0
1.2015,9.0472,0
1.2017,8.9741,0
1.2015,8.8622,0
1.2015,9.0091,0
1.2007,8.9788,0
1.2019,9.0146,0
1.2013,9.0367,0
1.2012,8.8574,0
1.2018,9.0239,0
1.2014,8.9156,0
1.2017,8.9007,0
1.2013,8.9569,0
1.2013,9.0526,0
1.2009,9.1555,0
1.2015,9.1979,0
1.2016,9.0318,0
1.2016,9.0629,0
1.2012,9.0266,0
1.2013,9.0851,0
1.2016,9.2661,0
1.202,9.3573,0
1.2015,9.4325,0
1.2018,9.3598,0
1.2008,9.3444,0
1.2015,9.3187,0
1.2019,9.2549,0
1.2018,9.229,0
1.2019,9.2001,0
1.2012,9.1621,0
1.2009,8.9814,0
1.2013,9.0829,0
1.2017,9.1282,0
1.2013,9.1531,0
1.2016,9.2417,0
1.2012,9.15,0
1.2016,9.0724,0
1.2016,8.9887,0
1.202,8.9114,0
1.2018,9.0055,0
1.2015,9.11,0
1.2019,9.0478,0
1.2016,8.9633,0
1.2017,8.8757,0
1.2016,8.7694,0
1.2016,8.7964,0
1.2021,9.0733,0
1.2022,9.2405,0
1.2013,9.192,0
1.2014,9.141,0
1.2015,9.2592,0
1.2019,9.3848,0
1.2015,9.3755,0
1.2013,9.4824,0
1.2006,9.4764,0
1.2011,9.5405,0
1.2015,9.5584,0
1.2016,9.6763,0
1.2013,9.441,0
1.2012,9.3385,0
1.2016,9.3165,0
1.2018,9.3117,0
1.2017,9.2872,0
1.2016,9.1823,0
1.2008,9.1643,0
1.2019,9.3029,0
1.2022,9.2506,0
1.2022,9.2693,0
1.2015,9.043,0
1.2011,8.9162,0
1.2018,9.0303,0
1.2018,9.1897,0
1.202,9.105,0
1.2017,9.0502,0
1.2019,8.9384,0
1.2018,8.8,0
1.2017,8.8588,0
1.2017,8.9381,0
1.2014,8.8971,0
1.2016,8.8737,0
1.2018,8.9409,0
1.2016,8.9541,0
1.2017,9.215,0
1.2016,9.1642,0
1.2016,9.0196,0
1.2016,9.0403,0
1.2016,9.077,0
1.201,9.1719,0
1.2012,9.1866,0
1.2013,9.1274,0
1.2014,9.1386,0
1.2016,8.9968,0
1.2013,8.9402,0
1.2014,8.9527,0
1.2015,8.8042,0
1.2013,8.6768,0
1.2016,8.689,0
1.2021,8.772,0
1.2019,8.6629,0
1.2018,8.8285,0
1.2018,9.1132,0
1.2019,9.145,0
1.2018,9.1289,0
1.2015,9.0959,0
1.2017,9.1144,0
1.2013,9.1962,0
1.2023,9.2361,0
1.2014,9.0803,0
1.2009,9.049,0
1.2016,9.3028,0
1.2016,9.2895,0
1.2014,9.2637,0
1.2013,9.3653,0
1.2016,9.3885,0
1.2015,9.3155,0
1.2013,9.3349,0
1.2015,9.3963,0
1.2014,9.2974,0
1.2019,9.0901,0
1.2021,9.1725,0
1.202,9.1372,0
1.2021,9.2265,0
1.2017,9.1387,0
1.2018,9.3519,0
1.2022,9.3695,0
1.2015,9.2484,0
1.2015,9.2117,0
1.2014,9.3281,0
1.202,9.2373,0
1.2013,9.1238,0
1.2016,9.0444,0
1.2014,9.1557,0
1.2016,9.3204,0
1.2019,9.3656,0
1.2022,9.3152,0
1.2019,9.265,0
1.202,9.3005,0
1.2015,9.2496,0
1.2016,9.2866,0
1.2019,9.2,0
1.201,9.0735,0
1.2018,9.1868,0
1.2016,9.1593,0
1.2016,9.1907,0
1.202,9.2506,0
1.2022,9.2565,0
1.202,9.3955,0
1.2019,9.3395,0
1.2022,9.334,0
1.2017,9.3334,0
1.2019,9.4353,0
1.2016,9.4242,0
1.2014,9.2461,0
1.2011,9.2868,0
1.2016,9.0867,0
1.2013,9.0391,0
1.2016,8.9583,0
1.2019,9.1215,0
1.2013,8.9737,0
1.2012,9.0346,0
1.2018,8.9172,0
1.202,8.8027,0
1.2011,8.7901,0
1.2019,8.7578,0
1.2007,8.7481,0
1.2013,8.8526,0
1.2014,8.9264,0
1.2015,9.0469,0
1.2011,9.1251,0
1.2018,9.1095,0
1.2017,9.1,0
1.2018,8.903,0
1.202,8.9609,0
1.2017,9.0201,0
1.2015,9.0709,0
1.201,9.0625,0
1.2015,9.2618,0
1.2014,9.2033,0
1.2016,9.1064,0
1.201,9.0469,0
1.2021,9.0359,0
1.2013,8.9862,0
1.2013,8.983,0
1.2014,9.0329,0
1.2023,9.0222,0
1.2015,9.1702,0
1.202,9.1492,0
1.2019,9.0336,0
1.2013,9.0454,0
1.201,9.0465,0
1.2014,9.1697,0
1.2016,9.2908,0
1.202,9.4736,0
1.2016,9.3876,0
1.2015,9.2292,0
1.2013,9.1992,0
1.2014,9.3046,0
1.2013,9.2259,0
1.2012,9.2363,0
1.2015,9.0745,0
1.2017,9.1122,0
1.2019,9.2353,0
1.2017,9.3973,0
1.2016,9.3695,0
1.2014,9.3098,0
1.2015,9.3828,0
1.2022,9.2737,0
1.2016,9.248,0
1.2014,9.1605,0
1.2012,9.1447,0
1.2012,9.1571,0
1.2016,9.2583,0
1.2019,9.3083,0
1.2012,9.2412,0
1.2011,9.1094,0
1.2013,9.0449,0
1.2022,8.954,0
1.2016,8.7792,0
1.2015,8.8683,0
1.2021,8.7565,0
1.2018,8.8236,0
1.2022,9.0157,0
1.2018,9.0739,0
1.2019,8.9453,0
1.2019,8.9805,0
1.202,9.0909,0
1.2018,9.2323,0
1.202,9.1867,0
1.2013,9.1994,0
1.202,9.2033,0
1.2019,9.2499,0
1.2017,9.2792,0
1.2017,9.2454,0
1.2015,9.3907,0
1.2021,9.1921,0
1.2018,9.2529,0
1.2022,9.1416,0
1.2019,8.9909,0
1.2019,8.9494,0
1.2019,8.9632,0
1.2021,8.8846,0
1.2019,8.9557,0
1.2017,9.0675,0
1.2018,9.0564,0
1.2021,9.3151,0
1.202,9.2713,0
1.202,9.2966,0
1.2018,9.4384,0
1.2014,9.5553,0
1.2017,9.5484,0
1.2016,9.3248,0
1.2011,9.2366,0
1.2014,9.2688,0
1.2018,9.2588,0
1.2014,9.3906,0
1.2014,9.27,0
1.2014,9.201,0
1.2014,9.1885,0
1.2013,9.3241,0
1.2014,9.317,0
1.2015,9.3638,0
1.202,9.3421,0
1.2021,9.4236,0
1.2014,9.4773,0
1.202,9.4738,0
1.2019,9.3609,0
1.2011,9.4912,0
1.2018,9.7042,0
1.202,9.6188,0
1.2017,9.6883,0
1.2011,9.5916,0
1.2012,9.676,0
1.2015,9.7557,0
1.2015,9.6919,0
1.2016,9.7552,0
1.202,9.6793,0
1.202,9.5013,0
1.2016,9.3686,0
1.2021,9.4903,0
1.2016,9.449,0
1.2014,9.3507,0
1.2017,9.275,0
1.2015,9.2285,0
1.2017,9.1178,0
1.2018,9.3174,0
1.2014,9.3277,0
1.2018,9.3048,0
1.2019,9.2781,0
1.202,9.2983,0
1.2016,9.3355,0
1.2016,9.4968,0
1.2017,9.5029,0
1.2016,9.508,0
1.2013,9.4841,0
1.2013,9.3001,0
1.2013,9.1886,0
1.2015,9.1969,0
1.2015,9.216,0
1.2014,9.2592,0
1.2016,9.1579,0
1.2018,9.0817,0
1.2017,8.9653,0
1.2015,8.9248,0
1.2015,8.8768,0
1.2018,8.897,0
1.2016,8.933,0
1.2015,8.9776,0
1.2017,8.8935,0
1.2013,8.7778,0
1.201,8.6348,0
1.2011,8.7239,0
1.2013,8.8491,0
1.2019,9.0041,0
1.2021,8.9081,0
1.2012,8.7743,0
1.2016,8.8181,0
1.2021,8.9134,0
1.2021,8.8246,0
1.2019,8.7256,0
1.2018,8.7442,0
1.2016,8.9009,0
1.2013,8.926,0
1.2014,8.8816,0
1.2015,8.9101,0
1.2013,8.8175,0
1.2013,8.8755,0
1.2016,8.9036,0
1.2017,9.0092,0
1.2018,8.9709,0
1.2018,8.9822,0
1.2023,8.9802,0
1.2017,8.9096,0
1.2016,8.8094,0
1.2012,8.7117,0
1.2014,8.9041,0
1.2014,8.8966,0
1.2015,9.0384,0
1.2014,9.0878,0
1.2011,9.0763,0
1.2013,9.0373,0
1.2016,8.9013,0
1.2013,9.0503,0
1.2017,9.0867,0
1.2009,8.8812,0
1.2018,8.8309,0
1.202,8.7511,0
1.2018,8.5843,0
1.2021,8.4986,0
1.2013,8.41,0
1.2016,8.434,0
1.2019,8.449,0
1.2016,8.3751,0
1.2018,8.2487,0
1.2013,8.3529,0
1.2012,8.3714,0
1.2017,8.3004,0
1.2015,8.4133,0
1.2015,8.5965,0
1.2008,8.6111,0
1.2015,8.5897,0
1.2011,8.5159,0
1.2018,8.7737,0
1.202,8.9676,0
1.2019,8.9653,0
1.2017,8.822,0
1.202,8.7526,0
1.2019,8.7033,0
1.2013,8.6107,0
1.2014,8.6271,0
1.2016,8.6404,0
1.2016,8.7368,0
1.2016,8.8096,0
1.2012,8.8251,0
1.2017,8.6923,0
1.2016,8.5996,0
1.2015,8.5427,0
1.2017,8.5233,0
1.2018,8.591,0
1.2017,8.4404,0
1.2018,8.3397,0
1.2018,8.4555,0
1.2014,8.5269,0
1.2016,8.4311,0
1.2015,8.357,0
1.2016,8.3373,0
1.2019,8.3709,0
1.2012,8.4084,0
1.2018,8.3965,0
1.2019,8.3137,0
1.2023,8.3547,0
1.2019,8.2833,0
1.2018,8.3231,0
1.2018,8.4261,0
1.2019,8.3786,0
1.2022,8.2197,0
1.2018,8.1071,0
1.202,8.0815,0
1.2018,8.1466,0
1.2015,8.192,0
1.2017,8.448,0
1.2015,8.5902,0
1.2017,8.6084,0
1.2017,8.842,0
1.2023,9.1575,0
1.2021,9.1708,0
1.2018,9.2437,0
1.2016,9.3009,0
1.2021,9.3624,0
1.2014,9.228,0
1.2015,9.143,0
1.2013,9.1516,0
1.2016,9.1691,0
1.2015,9.3012,0
1.2013,9.233,0
1.2017,9.3109,0
1.2019,9.4893,0
1.2018,9.4682,0
1.2018,9.3301,0
1.2022,9.2345,0
1.2013,9.1735,0
1.2012,9.1247,0
1.2013,9.0124,0
1.2019,9.0546,0
1.2016,8.9803,0
1.2015,8.8967,0
1.2012,8.9989,0
1.2018,8.8755,0
1.2017,8.8889,0
1.2019,8.9997,0
1.2016,8.9215,0
1.2018,8.8534,0
1.2011,8.9047,0
1.2023,8.8513,0
1.2016,8.8843,0
1.2013,8.8009,0
1.2012,8.7732,0
1.2019,8.8984,0
1.2018,8.9146,0
1.2015,8.8625,0
1.202,8.8476,0
1.2017,8.9111,0
1.2013,8.7836,0
1.2016,8.7595,0
1.2017,8.7467,0
1.202,8.7171,0
1.202,8.6852,0
1.2016,8.7771,0
1.2023,8.7798,0
1.202,8.8228,0
1.202,8.8198,0
1.2018,8.9303,0
1.202,9.0439,0
1.2016,8.9571,0
1.2015,8.9006,0
1.2016,8.8345,0
1.2007,9.063,0
1.2019,9.097,0
1.2021,9.0249,0
1.2018,8.9208,0
1.2017,8.7967,0
1.2016,8.7994,0
1.2018,8.7174,0
1.2017,8.6913,0
1.2021,8.6508,0
1.2022,8.4898,0
1.2018,8.3266,0
1.202,8.2989,0
1.2016,8.2277,0
1.2013,8.0792,0
1.2014,8.1035,0
1.2013,8.2661,0
1.201,8.4783,0
1.2011,8.3821,0
1.2011,8.5614,0
1.2017,8.7066,0
