Unnamed: 0,adj neg air pressure raw,adj neg air pressure,current alarm mode,cont air counts raw,cont air counts,makeup wtr cond down raw,makeup wtr cond down,makeup wtr cond up raw,makeup wtr cond up,makeup wtr temp down,makeup wtr temp down raw,makeup wtr temp up,makeup wtr temp up raw,DAS health index,0-15 channel error,16-31 channel error status,error detection status 2,card temperature 2,error detection status 3,card temperature 3,error detection status 4,card temperature 4,error detection status 5,card temperature 5,fc positioning 10V supply,fiss-active-state,fiss-position,mag-current,mag-current-raw,mstat,nfd-1-cps,nfd-1cps-raw,nfd-1-cr,nfd-1-cr-raw,nfd-2-cr,nfd-2-cr-raw,nfd-2-log,nfd-2-log-raw,nfd-3-pwr,nfd-3-pwr-raw,nfd-3-pwr-rng,nfd-4-flux,nfd-4-flux-raw,ram-con-lvl,rom-con-lvl-raw,ram-pool-lvl,ram-pool-lvl-raw,ram-wtr-lvl,ram-wtr-lvl-raw,rcs-scram-rel-q,rcs-scram-st-q,rr-active-state,rr-position,rtpbtempa_00,rtpbtempb_00,rtpctempa_00,rtpctempb_00,rtphactcnta_00,rtphactcntb_00,src-active-state,src-position,ss1-active-state,ss1-position,ss2-active-state,ss2-position,ack-button,manual-scram
21141.0,1.7363,0.092,1.0,0.0796,1.2011,2.068,1.068,2.2429,1.2429,27.0682,2.0827,26.7088,2.0684,100.0,0.0,0.0,0.0,25.125,0.0,26.25,0.0,26.5,0.0,25.375,10.0,0.0,0.0105,0.0102,0.001,2.0,5.3473,1.2913,0.0237,1.3662,0.0206,1.3659,1.005e-05,1.0011,0.0183,2.5441,8.0,0.0725,1.0019,0.197,2.5163,0.0498,1.919,0.0721,2.0798,0.0,0.0,256.0,-0.1619,26.0,25.0,38.0,37.0,13.0,0.0,0.0,0.0,256.0,-0.0522,256.0,0.0117,0.0,0.0
21142.0,1.7363,0.092,1.0,0.0795,1.201,2.0685,1.0685,2.2433,1.2433,27.148,2.0859,26.697,2.0679,100.0,0.0,0.0,0.0,25.125,0.0,26.5,0.0,26.5,0.0,25.25,10.0,0.0,0.0097,0.01,0.001,2.0,5.2378,1.2877,-0.0875,1.3541,0.0193,1.3657,1.005e-05,1.0011,0.0183,2.5434,8.0,0.0703,1.0019,0.2181,2.5605,0.0503,1.9232,0.0711,2.0737,0.0,0.0,256.0,-0.1623,26.0,25.0,38.0,38.0,16.0,0.0,0.0,0.0,256.0,-0.0525,256.0,0.0115,0.0,0.0
21143.0,1.7363,0.092,1.0,0.0798,1.2017,2.0689,1.0689,2.2433,1.2433,27.0929,2.0837,26.6948,2.0678,100.0,0.0,0.0,0.0,25.125,0.0,26.375,0.0,26.5,0.0,25.25,10.0,0.0,0.0103,0.0103,0.001,2.0,5.1233,1.2838,-0.1209,1.3505,0.0211,1.3659,1.005e-05,1.0011,0.0183,2.5428,8.0,0.0724,1.0019,0.1887,2.4977,0.0491,1.9127,0.0678,2.0532,0.0,0.0,256.0,-0.1621,26.0,25.0,38.0,38.0,14.0,0.0,0.0,0.0,256.0,-0.0524,256.0,0.0115,0.0,0.0
21144.0,1.7363,0.092,1.0,0.0797,1.2013,2.069,1.069,2.2429,1.2429,26.9776,2.0791,26.6914,2.0677,100.0,0.0,0.0,0.0,25.0,0.0,26.25,0.0,26.375,0.0,25.25,10.0,0.0,0.0099,0.0102,0.001,2.0,5.0402,1.281,-0.1816,1.3438,0.0202,1.3658,1.005e-05,1.0011,0.0183,2.5431,8.0,0.0705,1.0019,0.214,2.5522,0.0469,1.8933,0.0652,2.036,0.0,0.0,256.0,-0.1619,26.0,25.0,38.0,38.0,15.0,0.0,0.0,0.0,256.0,-0.0524,256.0,0.0114,0.0,0.0
21145.0,1.7363,0.092,1.0,0.0795,1.201,2.0686,1.0686,2.243,1.243,26.8979,2.0759,26.6873,2.0675,100.0,0.0,0.0,0.0,25.125,0.0,26.375,0.0,26.5,0.0,25.375,10.0,0.0,0.0104,0.0102,0.0011,2.0,5.0272,1.2805,-0.1683,1.3453,0.019,1.3657,1.004e-05,1.001,0.0183,2.5426,8.0,0.0647,1.0017,0.1865,2.4925,0.0491,1.9126,0.0595,1.9964,0.0,0.0,256.0,-0.1622,26.0,25.0,38.0,38.0,15.0,0.0,0.0,0.0,256.0,-0.0522,256.0,0.0112,0.0,0.0
21146.0,1.7373,0.0922,1.0,0.0796,1.2013,2.0681,1.0681,2.2429,1.2429,27.0292,2.0812,26.7072,2.0683,100.0,0.0,0.0,0.0,25.125,0.0,26.375,0.0,26.5,0.0,25.25,10.0,0.0,0.01,0.0103,0.001,2.0,4.9578,1.2781,-0.2329,1.3382,0.0184,1.3656,1.004e-05,1.0009,0.0183,2.542,8.0,0.0656,1.0017,0.1813,2.4803,0.0411,1.836,0.0563,1.9723,0.0,0.0,256.0,-0.1623,26.0,25.0,38.0,37.0,12.0,0.0,0.0,0.0,256.0,-0.0525,256.0,0.0115,0.0,0.0
21147.0,1.7373,0.0922,1.0,0.0793,1.2004,2.068,1.068,2.2432,1.2432,27.1576,2.0863,26.6984,2.0679,100.0,0.0,0.0,0.0,25.125,0.0,26.375,0.0,26.375,0.0,25.25,10.0,0.0,0.0106,0.0106,0.001,2.0,4.9086,1.2764,-0.1742,1.3446,0.0199,1.3658,1.004e-05,1.001,0.0183,2.5416,8.0,0.0654,1.0017,0.1847,2.4884,0.0413,1.8373,0.0711,2.0739,0.0,0.0,256.0,-0.1621,26.0,25.0,38.0,37.0,13.0,0.0,0.0,0.0,256.0,-0.0524,256.0,0.0117,0.0,0.0
21148.0,1.7381,0.0923,1.0,0.0797,1.2016,2.0689,1.0689,2.243,1.243,27.091,2.0836,26.6889,2.0676,100.0,0.0,0.0,0.0,25.125,0.0,26.375,0.0,26.375,0.0,25.375,10.0,0.0,0.0103,0.0102,0.001,2.0,5.1238,1.2838,-0.0009,1.3635,0.0208,1.3659,1.005e-05,1.0012,0.0183,2.5424,8.0,0.0738,1.002,0.1597,2.4252,0.0343,1.7568,0.0718,2.0781,0.0,0.0,256.0,-0.1621,25.0,25.0,38.0,37.0,14.0,0.0,0.0,0.0,256.0,-0.0523,256.0,0.0116,0.0,0.0
21149.0,1.7394,0.0924,1.0,0.0797,1.2015,2.069,1.069,2.2429,1.2429,26.9986,2.0799,26.6921,2.0677,100.0,0.0,0.0,0.0,25.125,0.0,26.5,0.0,26.375,0.0,25.25,10.0,0.0,0.0108,0.0099,0.001,2.0,5.2398,1.2877,-0.0035,1.3633,0.0208,1.3659,1.005e-05,1.0011,0.0183,2.5418,8.0,0.0707,1.0019,0.153,2.4066,0.037,1.7897,0.0632,2.0229,0.0,0.0,256.0,-0.1622,25.0,25.0,38.0,37.0,15.0,0.0,0.0,0.0,256.0,-0.0525,256.0,0.0116,0.0,0.0
21150.0,1.7405,0.0926,1.0,0.0796,1.201,2.0689,1.0689,2.2428,1.2428,26.8876,2.0755,26.6935,2.0677,100.0,0.0,0.0,0.0,25.0,0.0,26.25,0.0,26.5,0.0,25.375,10.0,0.0,0.0099,0.01,0.001,2.0,5.1992,1.2864,-0.0245,1.361,0.0203,1.3658,1.005e-05,1.0011,0.0183,2.5415,8.0,0.0684,1.0018,0.2133,2.5508,0.0384,1.806,0.0647,2.0328,0.0,0.0,256.0,-0.162,25.0,25.0,38.0,37.0,14.0,0.0,0.0,0.0,256.0,-0.0521,256.0,0.0117,0.0,0.0
